population_id,weight_g,source,as_of_date,weight_date,current_count,current_biomass_kg,sample_size,population_name,fishgroup,environment,batch_label,input_project_id,input_project_name,year_class
8AB6C36B-203D-4C1F-BE00-9E6F3EF267CD,7.42,status,2026-02-04,2024-12-05,150231.0,1115.04,,Benchmark Gen. Juni 2024,242.0088,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
D407CF50-3941-4A89-8FCE-A0F52CC761BC,574.12,status,2026-02-04,2025-10-01,78846.0,45266.9,,Benchmark Gen. Juni 2024,242.0284,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
EA5538E6-02D7-4F5C-814F-A12C5F6DDB91,152.06,status,2026-02-04,2025-06-05,87891.0,13364.4,,Benchmark Gen. Juni 2024,242.0263,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
2D772B37-20B5-4318-8357-A1C8E9AB3A7E,52.0,status,2026-02-04,2025-02-07,115582.0,6010.26,,Benchmark Gen. Juni 2024,242.0143,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
4C8CFD23-318E-4C35-AB72-A280AB246C09,14.0,status,2026-02-04,2025-01-22,138213.0,1934.98,,Benchmark Gen. Juni 2024,242.0110,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
5CA02275-A971-48B9-BF67-A2EB005E5F70,6.6,status,2026-02-04,2025-04-08,6714.0,44.3124,,Benchmark Gen. Juni 2024,242.0196,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
31025795-5354-4883-B9B7-A38533875EBA,6.16,status,2026-02-04,2024-12-04,240065.0,1479.68,,Benchmark Gen. Juni 2024,242.0048,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
0B845A0B-B541-4105-8E34-A41D60783A07,2.86,status,2026-02-04,2025-01-24,53651.0,153.423,,Benchmark Gen. Juni 2024,242.0119,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F090A455-698D-4531-B986-A581B591B6E8,179.95,status,2026-02-04,2025-05-14,224177.0,40340.3,,Benchmark Gen. Juni 2024,242.0237,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
C626F6BB-3826-4315-825F-A5B4C47557ED,8.8,status,2026-02-04,2024-12-04,39385.0,346.588,,Benchmark Gen. Juni 2024,242.0055,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
8D28C88A-F51C-4BBC-BA02-A5E6F47913C5,6.1,status,2026-02-04,2024-12-04,257672.0,1572.01,,Benchmark Gen. Juni 2024,242.0049,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
8CCFC6D8-2D45-4904-9BB7-A6A3D6DF4D02,0.1,status,2026-02-04,2024-09-04,85209.0,8.5209,,Benchmark Gen. Juni 2024,242.0028,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
29E3373D-3104-461D-BBC0-A79A983D4D14,8.9,status,2026-02-04,2025-01-21,55306.0,492.223,,Benchmark Gen. Juni 2024,242.0107,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
3B7E60DD-39D7-42BF-8F42-A7E412C52EB3,3.04,status,2026-02-04,2024-12-04,147489.0,448.748,,Benchmark Gen. Juni 2024,242.0057,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
D7B7D732-8828-45E1-A2F9-A812B56E56DD,198.0,status,2026-02-04,2025-06-06,19808.0,3921.98,,Benchmark Gen. Juni 2024,242.0268,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E741B014-2537-409B-873F-A85ADBB14F3B,0.1,status,2026-02-04,2024-09-04,86497.0,8.6497,,Benchmark Gen. Juni 2024,242.0020,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F890207D-357C-4CE6-ADF8-A86ABB84D147,63.79,status,2026-02-04,2025-05-13,116252.0,7416.05,,Benchmark Gen. Juni 2024,242.0204,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
B03EFAF8-5514-4ED7-A397-A8E95F4AB483,8.52,status,2026-02-04,2024-12-04,90293.0,769.124,,Benchmark Gen. Juni 2024,242.0059,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
2F33F34D-AF6E-4F22-9270-A94F34ACF1CA,77.62,status,2026-02-04,2025-05-09,105204.0,8166.14,,Benchmark Gen. Juni 2024,242.0217,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
FD521DB5-06FF-4438-9626-A991EFE4E7F0,3.0,status,2026-02-04,2024-12-04,296518.0,890.953,,Benchmark Gen. Juni 2024,242.0068,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E8643F6B-98C7-4354-8936-AA7366CE5E47,77.35,status,2026-02-04,2025-05-08,87834.0,6793.91,,Benchmark Gen. Juni 2024,242.0215,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
0192A260-1DBF-40D9-A911-AA7E348814CE,10.73,status,2026-02-04,2025-01-23,134545.0,1443.47,,Benchmark Gen. Juni 2024,242.0117,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
979A4415-E49A-43F6-9EEE-AAAAB0766E17,62.57,status,2026-02-04,2025-02-28,72548.0,4539.57,,Benchmark Gen. Juni 2024,242.0158,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
0ECA2BAD-D828-4C47-BEDA-ADA9BE9E4B99,547.36,status,2026-02-04,2025-09-16,13492.0,7384.95,,Benchmark Gen. Juni 2024,242.0272,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
DF0CF046-34CC-42C8-9112-AE44DD0863E3,5.68,status,2026-02-04,2024-12-05,189521.0,1077.09,,Benchmark Gen. Juni 2024,242.0094,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E6A524D5-9282-4425-94C7-AF4FFB6810D2,462.0,status,2026-02-04,2025-10-02,103983.0,48040.1,,Benchmark Gen. Juni 2024,242.0001,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
68FDA2C7-E151-48A8-9981-AFE330469A41,0.1,status,2026-02-04,2024-09-04,86894.0,8.6894,,Benchmark Gen. Juni 2024,242.0017,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
B578DC47-132D-46D0-95F9-B06796D944B4,607.31,status,2026-02-04,2025-10-11,111447.0,67682.5,,Benchmark Gen. Juni 2024,242.0303,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
B4A6F950-8434-4537-B41B-B103E2136DDA,23.58,status,2026-02-04,2025-01-28,337889.0,7967.76,,Benchmark Gen. Juni 2024,242.0079,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
B7B6848C-B4E9-4FFA-ABBE-B218537723D2,223.0,status,2026-02-04,2025-06-25,94554.0,21085.5,,Benchmark Gen. Juni 2024,242.0273,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
C3310C52-85FC-4A64-9862-B2ACCF4EBB1C,6.08,status,2026-02-04,2024-12-05,261952.0,1592.95,,Benchmark Gen. Juni 2024,242.0076,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
5822CA5F-6E6A-4315-B9DB-B3A1C69B87B8,608.35,status,2026-02-04,2025-10-10,127696.0,77683.3,,Benchmark Gen. Juni 2024,242.0298,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E858D2D1-5D7A-41F5-8D32-B3A9D6C8E547,26.07,status,2026-02-04,2025-01-30,117096.0,3052.61,,Benchmark Gen. Juni 2024,242.0136,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
37F84484-9044-42EC-B2EC-B3AEC88D53EC,14.0,status,2026-02-04,2025-01-21,76196.0,1066.74,,Benchmark Gen. Juni 2024,242.0106,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
03B178B1-4A1F-4A0C-88D7-B3C26F0AC21A,195.0,status,2026-02-04,2025-07-18,221305.0,43154.1,,Benchmark Gen. Juni 2024,242.0231,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
EA3EC297-611C-4633-8F2F-B40ED5936B57,76.0,status,2026-02-04,2025-05-06,28856.0,2193.06,,Benchmark Gen. Juni 2024,242.0211,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
AC8C7213-C251-4C6C-8650-B458664FA379,43.88,status,2026-02-04,2025-02-28,74374.0,3263.51,,Benchmark Gen. Juni 2024,242.0157,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
8B5AF9E1-5E21-4529-8C9E-B4FE92114A92,0.1,status,2026-02-04,2024-09-04,86172.0,8.6172,,Benchmark Gen. Juni 2024,242.0005,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
2D5AF7E8-D2AE-4442-854C-B51D24D7F1E6,53.48,status,2026-02-04,2025-03-05,200897.0,10743.5,,Benchmark Gen. Juni 2024,242.0168,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
CFBF0463-293C-4878-90B9-B54C42C8C6A2,53.19,status,2026-02-04,2025-02-11,190911.0,10153.8,,Benchmark Gen. Juni 2024,242.0147,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
29B21A72-51F9-401E-AB10-B5D9BCCDE5DB,546.84,status,2026-02-04,2025-09-17,104654.0,57228.6,,Benchmark Gen. Juni 2024,242.0270,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
49CFBE79-426D-4151-B273-B62198C2DBA1,177.0,status,2026-02-04,2025-05-14,36860.0,6524.22,,Benchmark Gen. Juni 2024,242.0235,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
4887B4A8-5966-4170-9FE8-B62C9C9349B2,53.31,status,2026-02-04,2025-03-03,141125.0,7523.79,,Benchmark Gen. Juni 2024,242.0164,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
7B255069-7D86-4E9A-B289-B76A330B4B37,36.9,status,2026-02-04,2025-04-30,39079.0,1441.9,,Benchmark Gen. Juni 2024,242.0206,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
69435256-1A5F-4D81-BE1A-B783A2672DFA,6.16,status,2026-02-04,2024-12-05,229541.0,1414.18,,Benchmark Gen. Juni 2024,242.0043,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F32C6B3A-B368-474A-AB5A-B79848F75B0C,33.65,status,2026-02-04,2025-02-24,33106.0,1114.15,,Benchmark Gen. Juni 2024,242.0150,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
7679EF0B-52ED-407E-992B-B7C8BAD7A07F,78.0,status,2026-02-04,2025-05-22,42392.0,3306.58,,Benchmark Gen. Juni 2024,242.0230,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
57785F9B-0BC9-4B19-B515-B8D1DC12E3A7,0.1,status,2026-02-04,2024-09-04,87834.0,8.7834,,Benchmark Gen. Juni 2024,242.0016,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
AB18E976-127A-4601-B827-B98ED3CD42E7,82.65,status,2026-02-04,2025-04-02,181346.0,14988.5,,Benchmark Gen. Juni 2024,242.0191,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
ED9D11E3-6860-4D4E-8503-BA3E7D338C8C,42.11,status,2026-02-04,2025-04-08,175848.0,7404.26,,Benchmark Gen. Juni 2024,242.0148,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
5C25516A-C4CB-4A77-9202-BA9FC85C8D02,418.0,status,2026-02-04,2025-10-02,20979.0,8769.22,,Benchmark Gen. Juni 2024,242.0302,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
DA5D3636-2D83-46C7-A2C9-BB08741A3419,547.0,status,2026-02-04,2025-09-16,60625.0,33161.9,,Benchmark Gen. Juni 2024,242.0272,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
DD5912AF-C4E8-4847-BD6C-BC307EC3CA6E,608.35,status,2026-02-04,2025-10-10,107051.0,65124.0,,Benchmark Gen. Juni 2024,242.0298,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
CBF1864B-EDF6-472F-9F9A-BC905A33F526,17.0,status,2026-02-04,2025-01-21,74442.0,1265.51,,Benchmark Gen. Juni 2024,242.0105,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
46B16BAE-E34F-4816-9C2C-BCEA4852DFDF,6.1,status,2026-02-04,2024-12-05,241796.0,1475.15,,Benchmark Gen. Juni 2024,242.0041,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
C446EEF8-2B99-472F-AAAA-BD26BAABA6A8,46.5,status,2026-02-04,2025-04-08,77170.0,3588.41,,Benchmark Gen. Juni 2024,242.0197,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
3EEDB38A-8F7C-4F40-A286-BE1E9A42C0C9,178.71,status,2026-02-04,2025-07-21,225898.0,40371.1,,Benchmark Gen. Juni 2024,242.0300,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
AC90C2EA-7F92-4482-B5E0-BEDE8B752CA5,643.53,status,2026-02-04,2025-10-01,28690.0,18463.0,,Benchmark Gen. Juni 2024,242.0278,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
7903219E-59F0-4E5A-A538-C1E576F641A1,142.95,status,2026-02-04,2025-06-06,227928.0,32581.6,,Benchmark Gen. Juni 2024,242.0173,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
8D0057A6-A965-40FF-A942-C20626E2AD29,6.06,status,2026-02-04,2024-12-04,244930.0,1484.69,,Benchmark Gen. Juni 2024,242.0072,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
B6628839-5820-4604-BBA9-C284D4DBC2C1,138.79,status,2026-02-04,2025-05-15,228334.0,31690.2,,Benchmark Gen. Juni 2024,242.0144,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
599BE316-F90A-4031-9B34-C2AE66E4DA21,192.19,status,2026-02-04,2025-08-14,181278.0,34839.9,,Benchmark Gen. Juni 2024,242.0301,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
2851DD51-AE43-4E1A-B9EC-C2C2B03CC796,53.95,status,2026-02-04,2025-02-24,36606.0,1974.82,,Benchmark Gen. Juni 2024,242.0075,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
FE3240E6-1BF2-4F05-BA63-C3F248523DC8,0.1,status,2026-02-04,2024-09-04,86521.0,8.6521,,Benchmark Gen. Juni 2024,242.0032,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
59E591C3-53D9-4553-98F4-C6C0A5F415AA,13.67,status,2026-02-04,2025-01-23,204816.0,2800.82,,Benchmark Gen. Juni 2024,242.0115,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
192EE7ED-D04F-45E6-90DE-C75DEF4CE419,0.1,status,2026-02-04,2024-09-04,86526.0,8.6526,,Benchmark Gen. Juni 2024,242.0024,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
C7FC3FB2-8D7C-436F-AFAE-C76720429063,180.77,status,2026-02-04,2025-06-26,164325.0,29704.3,,Benchmark Gen. Juni 2024,242.0283,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
CCA045C0-BCDD-400B-BAFA-C7DBC3EFD3F4,62.28,status,2026-02-04,2025-05-08,55963.0,3485.59,,Benchmark Gen. Juni 2024,242.0212,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
69C83965-3851-4125-A3EF-C86E064740F3,82.11,status,2026-02-04,2025-04-01,129701.0,10650.3,,Benchmark Gen. Juni 2024,242.0186,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F17A04A9-30B9-4BA5-802F-C8D269C98525,261.28,status,2026-02-04,2025-07-21,70623.0,18452.1,,Benchmark Gen. Juni 2024,242.0296,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
6A22D7D2-AD93-467E-B59D-C91A3E223651,37.51,status,2026-02-04,2025-02-28,34660.0,1300.1,,Benchmark Gen. Juni 2024,242.0159,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
0EB9D46D-118A-42A5-B022-CABF81E354BF,0.1,status,2026-02-04,2024-09-04,86583.0,8.6583,,Benchmark Gen. Juni 2024,242.0018,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
1D8C4E0A-59F4-49EE-A9EC-CB5D2DE50598,547.36,status,2026-02-04,2025-09-16,128899.0,70553.9,,Benchmark Gen. Juni 2024,242.0272,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
953DDF31-4999-4E2D-A5DB-CC54AEFC82F0,503.28,status,2026-02-04,2025-10-31,128885.0,64865.7,,Benchmark Gen. Juni 2024,242.0309,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
8E730308-4584-48D5-843B-CC8117DC458B,6.53,status,2026-02-04,2024-12-04,238282.0,1556.08,,Benchmark Gen. Juni 2024,242.0047,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
FB5DBAE2-0EAE-4B6D-88D4-CD65B4F9BF28,81.36,status,2026-02-04,2025-03-28,70502.0,5736.26,,Benchmark Gen. Juni 2024,242.0182,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
03587BF2-FDC5-44B5-8A35-CF4FC508B21F,55.95,status,2026-02-04,2025-04-07,268252.0,15008.6,,Benchmark Gen. Juni 2024,242.0195,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E23B444A-B2FD-493D-930C-D00AF2488DC7,7.39,status,2026-02-04,2024-12-05,249999.0,1848.39,,Benchmark Gen. Juni 2024,242.0096,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
22F2D443-F05B-4E7B-A36D-D06594791805,185.34,status,2026-02-04,2025-07-14,222840.0,41301.1,,Benchmark Gen. Juni 2024,242.0232,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
6C64416C-7167-42D5-A2ED-D1C83AC9DD6B,46.22,status,2026-02-04,2025-05-08,40698.0,1881.07,,Benchmark Gen. Juni 2024,242.0213,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E3B00502-9DC0-4FB2-9C7A-D2A81FC80481,0.1,status,2026-02-04,2024-09-04,87663.0,8.7663,,Benchmark Gen. Juni 2024,242.0012,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F9271628-ECC1-477A-958D-D2ECAC73F051,643.53,status,2026-02-04,2025-09-30,96260.0,61946.5,,Benchmark Gen. Juni 2024,242.0278,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
59B938BB-013A-49BB-91C5-D31567169E2E,500.0,status,2026-02-04,2025-10-01,82783.0,41391.5,,Benchmark Gen. Juni 2024,242.0285,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
D299B3C5-AADF-4D8B-AA7B-D335E9903116,637.56,status,2026-02-04,2025-09-15,140743.0,89731.6,,Benchmark Gen. Juni 2024,242.0265,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
F53DD4CC-0E50-48AB-92D8-D38AC97F0D38,7.39,status,2026-02-04,2024-12-05,199560.0,1475.14,,Benchmark Gen. Juni 2024,242.0092,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
FAA8E49E-ABD5-4E5A-A003-D424E7D73629,60.0,status,2026-02-04,2025-05-06,13418.0,805.08,,Benchmark Gen. Juni 2024,242.0208,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
75E70B52-B23A-4467-9A6C-D51A9EC0BAFB,125.9,status,2026-02-04,2025-07-21,176015.0,22160.7,,Benchmark Gen. Juni 2024,242.0229,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
74FC5BE0-4E36-46B6-9BA3-D573D5F0A8DE,216.74,status,2026-02-04,2025-06-05,88227.0,19122.6,,Benchmark Gen. Juni 2024,242.0260,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
3FB24E10-7038-4C1A-837F-D5DA8C10AA07,13.04,status,2026-02-04,2025-01-20,340052.0,4434.6,,Benchmark Gen. Juni 2024,242.0104,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
FFDE8C6C-F715-4562-94F9-D75066B5A346,462.0,status,2026-02-04,2025-10-02,39521.0,18258.7,,Benchmark Gen. Juni 2024,242.0001,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
5DDF42BA-B344-415A-AAC8-D845334CEB06,50.63,status,2026-02-04,2025-03-28,83869.0,4246.55,,Benchmark Gen. Juni 2024,242.0179,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
89B93D59-81FF-45B8-86B6-D9416900F36D,0.1,status,2026-02-04,2024-09-04,87726.0,8.7726,,Benchmark Gen. Juni 2024,242.0036,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E643551C-30DB-4AB2-A710-D9437B57AD6D,3.45,status,2026-02-04,2025-01-28,54116.0,186.757,,Benchmark Gen. Juni 2024,242.0127,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
A27D8355-80A4-403F-9AB4-D947A01E1538,0.1,status,2026-02-04,2024-09-04,87429.0,8.7429,,Benchmark Gen. Juni 2024,242.0008,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
C0198C33-E725-45E3-ABF6-D9A446E8FD83,9.01,status,2026-02-04,2024-12-04,94174.0,848.506,,Benchmark Gen. Juni 2024,242.0062,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
14F04F8F-BA44-43FA-88E5-D9AAA789D4A9,83.89,status,2026-02-04,2025-05-13,204867.0,17186.3,,Benchmark Gen. Juni 2024,242.0227,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
E807D928-0CBD-4991-815E-DAFC7CE3F5B8,40.49,status,2026-02-04,2025-03-03,36406.0,1473.94,,Benchmark Gen. Juni 2024,242.0163,FW,Benchmark Gen. Juni 2024,61088D52-8A7E-454B-96FC-7720B2244488,Benchmark Gen. Juni 2024,2024
