container_id,container_name,container_type,container_category,location_context,geography,station_name,hall_name,area_name,carrier_name,volume_m3,max_biomass_kg,hierarchy_role,parent_container_id,parent_container_name,active,source_container_id,source_official_id,source_org_unit_id
1338,4243,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,E3C498AD-C9FB-4AE8-90E9-CD32276A1A4B,Uppistova 1;14243,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1291,4244,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,32AC2FC8-74FB-415B-9919-69EBD88D2AC9,Uppistova 1;14244,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
457,4245,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,F40EB6A4-FB3D-4197-8008-9318710A3120,Uppistova 1;14245,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
484,4246,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,5BDBB1C1-1753-4538-A139-9E7168641630,Uppistova 1;14246,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1159,4247,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,5153905C-4384-4953-902C-A499FEBF3014,Uppistova 1;14247,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
732,4248,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,F2D135EA-3FBF-4AC2-A9BD-F6CBAC7D0EBA,Uppistova 1;14248,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1209,4249,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,70DAF829-2628-47D0-81AA-EA575CA8914D,Uppistova 1;14249,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1421,425,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,276FAF8C-4368-4C18-A6DA-F88846668936,Nýggjastova;11425,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1339,4250,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,D4FDD6D1-888E-41E9-ACCC-9D1C3090674D,Uppistova 1;14250,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
483,4251,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,FB093D69-0135-42BF-A8AC-9E22C055F629,Uppistova 1;14251,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1337,4252,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,65,4200,True,55C31751-615B-40E7-8625-CB28EBB54C97,Uppistova 1;14252,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
208,426,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,8D5579E9-9DA6-484E-B7C4-3BBFE9D79DF5,Nýggjastova;11426,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
279,427,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,A737EDB1-FC31-467F-9E31-543D0621FC03,Nýggjastova;11427,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1227,428,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,54FAF7D3-FD2F-4981-982E-185F235155FA,Nýggjastova;11428,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1195,429,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,93619282-8C46-4308-97AD-DF5925E57B9C,Nýggjastova;11429,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
6121,43,FishTalk Imported Tank,TANK,hall,Faroe Islands,S16 Glyvradalur,Klekihøll,,,0.00,0.00,HOLDING,5830,Skáp 3,True,1D343288-BEB6-453A-84BC-FB681B118B46,Klekihøll;02731,177EF0AA-AD78-4C14-B3AB-20AD0B2A0CE5
1187,430,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,4418E417-6D49-4F99-A777-D6519AF633B6,Nýggjastova;11430,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
183,4300,FishTalk Imported Rack,OTHER,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.01,0.00,STRUCTURAL,,,True,,,
1346,4301,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,CD736A72-5106-474B-AB34-C7D5AEC65060,Uppistova 1;14301,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
184,4302,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,A378AD9C-521A-46A8-9FD1-3127801D64A8,Uppistova 1;14302,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
335,4303,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,41BC0FD1-2798-4BDB-9E3A-67C0021CACA8,Uppistova 1;14303,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1285,4304,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,5D25172A-434A-4518-82C8-671EECF1153E,Uppistova 1;14304,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1178,4305,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,1BC963CD-A3DB-4BE1-B905-C52275B25857,Uppistova 1;14305,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
198,4306,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,E7BC02CE-4AD0-4A70-B884-36A74C789AAE,Uppistova 1;14306,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
838,4307,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,FFE946E7-B216-48FB-9BE2-DF1540F59FE3,Uppistova 1;14307,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
587,4308,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,3C3A8398-A67B-4885-A0D3-C2EDE51A6674,Uppistova 1;14308,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1112,4309,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,F4FB09F2-4381-4658-874E-6BBA95175A48,Uppistova 1;14309,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1063,431,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,EEBD4CB0-EC7C-44E1-A49E-20DB8DEEE761,Nýggjastova;11431,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1348,4310,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,CF4038CF-CFA0-4797-99DE-37F5063C971F,Uppistova 1;14310,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
501,4311,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,58A06479-BE6E-4E77-AB3E-A5B0065A33E9,Uppistova 1;14311,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
872,4312,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,CA5AEE69-DE55-456C-BA80-1E6FA0A304C9,Uppistova 1;14312,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
778,4313,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,2349C885-4287-4DD9-8169-912B51E65682,Uppistova 1;14313,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1294,4314,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,4C1D0AEE-4545-4BB3-BC14-6B839A8BC5C0,Uppistova 1;14314,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
212,4315,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,2749221E-84B0-4DAF-ABAF-3CFE85BA13DC,Uppistova 1;14315,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
432,4316,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,36347B63-E1A8-4D6E-8466-897E99D2D467,Uppistova 1;14316,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
252,4317,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,94E88344-67DB-4CDC-9175-4CB14E91B612,Uppistova 1;14317,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
604,4318,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,0146374F-E47B-44CC-AF81-C8DC961BC012,Uppistova 1;14318,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
591,4319,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,E068627A-3F58-4EC0-BAA2-C4B491738C74,Uppistova 1;14319,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
397,432,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,2B1F2580-D255-4613-AB70-7E1AA1C5EC85,Nýggjastova;11432,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1250,4320,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,77E7ED1C-509A-4D9A-B60B-384194708D46,Uppistova 1;14320,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
454,4321,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,13D74880-54CD-4A1A-BA03-905E65D5EFEE,Uppistova 1;14321,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1351,4322,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,079190D9-D85E-41C1-A5B0-A4D30F5EDDF5,Uppistova 1;14322,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
228,433,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,8B588A34-188F-4785-AD09-44E5FE9956BE,Nýggjastova;11433,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
477,4331,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,B3EE3D28-A491-4764-B481-9BB0B0C564FC,Uppistova 1;14331,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1151,4332,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,415BB8C5-8FB4-4BDF-85BA-97CACE321705,Uppistova 1;14332,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
637,4333,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,4FDD8ECE-837D-4D48-9ABF-D21A75831C29,Uppistova 1;14333,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1350,4334,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,294BCB57-CF0A-4392-913D-1FB7BE5B4E8E,Uppistova 1;14334,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1093,4335,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,450FB7B9-619E-460A-948A-4C228ED488A9,Uppistova 1;14335,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1347,4336,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,0D2A9CCB-0C0A-4F22-8D45-4C83998C8FD6,Uppistova 1;14336,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1221,4337,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,1C4E6677-52BC-4FC4-B9AB-0DE55AAD145D,Uppistova 1;14337,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1037,4338,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,CCFBAAD8-F951-4583-B274-E4FA469B7055,Uppistova 1;14338,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
388,4339,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,1F60722C-DE0B-42DB-A559-7B68F6C7FDE2,Uppistova 1;14339,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1418,434,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,FB187B14-D6EB-4D51-A9AE-AB348CE0B165,Nýggjastova;11434,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
793,4340,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,F11E7F7C-3775-480E-84B2-A7A96E35193D,Uppistova 1;14340,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
404,4341,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,AAED88D4-540A-44EA-B0DF-7FB0F2E31408,Uppistova 1;14341,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
707,4342,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,254CDD2A-DBE1-4DBA-BAD5-EECB22427C87,Uppistova 1;14342,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
235,4343,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,1D03C483-6477-4EEA-BCBF-46BCFC1E8D26,Uppistova 1;14343,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1349,4344,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,28742B7E-2806-424B-99E1-0CBB97B27E4C,Uppistova 1;14344,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
703,4345,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,E7D917B5-DA31-42EE-88B6-ED8CC39D9C76,Uppistova 1;14345,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
973,4346,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,CC6BC7EE-8B6D-4BF6-8E21-9CDB0D560275,Uppistova 1;14346,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
552,4347,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,BAAB57CB-815A-4258-B31E-B919A85D607B,Uppistova 1;14347,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
633,4348,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,F0E6BAF8-C81C-414B-B5D0-D09D69BBAEC0,Uppistova 1;14348,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1091,4349,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,5B5E28D4-8B01-462D-B385-4A20D59180DD,Uppistova 1;14349,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1225,435,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,860333BE-4D10-400E-A4FC-1482C010D8C8,Nýggjastova;11435,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
908,4350,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,8C10DC81-99FA-495D-91C1-4491E26A6F4C,Uppistova 1;14350,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
517,4351,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,B1D4176C-6298-4F09-B213-AB6A716C58B5,Uppistova 1;14351,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
704,4352,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,183,4300,True,9529D9AA-8169-4DB9-8FED-EDF17AC4576D,Uppistova 1;14352,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1302,436,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,20BAB00C-5A46-4588-8AA1-7678EA39EB53,Nýggjastova;11436,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
746,437,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,F7161912-9FF3-4172-BA2C-F9D3A1151EEF,Nýggjastova;11437,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1001,438,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,15864B50-C59B-48D7-8A40-BD70262E2F04,Nýggjastova;11438,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
306,439,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,5B8E4863-3351-4F3B-B92A-5F549DA06375,Nýggjastova;11439,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
6068,44,FishTalk Imported Tank,TANK,hall,Faroe Islands,S16 Glyvradalur,Klekihøll,,,0.00,0.00,HOLDING,5830,Skáp 3,True,64026FBA-C77C-4EA3-9B39-A7DCE628D65D,Klekihøll;02732,177EF0AA-AD78-4C14-B3AB-20AD0B2A0CE5
576,440,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,2E9F65AB-6A18-4479-AD9A-C01FCC9D1072,Nýggjastova;11440,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
62,4400,FishTalk Imported Rack,OTHER,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.01,0.00,STRUCTURAL,,,True,,,
446,4401,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,8813646F-4F4D-497B-B8E8-8ED3ACE89F34,Uppistova 1;14401,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1381,4402,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,9B5947F1-C9CC-4BB1-9342-60CC95C5BEE3,Uppistova 1;14402,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
421,4403,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,3F7279DF-A369-4029-9F7F-85377F4C3616,Uppistova 1;14403,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
63,4404,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,085C01F9-C54F-4951-BF5C-0595BB543EE8,Uppistova 1;14404,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
510,4405,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,63D0527E-DAB9-471F-BFF4-A86080F99337,Uppistova 1;14405,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1150,4406,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,D019CD26-2CA3-43D8-8485-95A7A797DC1E,Uppistova 1;14406,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
699,4407,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,BB6DA3DB-A835-4F2B-9285-EC297D985E37,Uppistova 1;14407,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
336,4408,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,C5ABFF74-BDC4-4252-B44A-692568232BD2,Uppistova 1;14408,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1135,4409,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,3D307445-AC56-401D-B3E4-8680005A62F5,Uppistova 1;14409,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1147,441,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,81DAE3BD-41C7-40EB-8232-91FDB3CC2158,Nýggjastova;11441,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
725,4410,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,6837771E-750B-4947-8655-F60573943CB5,Uppistova 1;14410,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1382,4411,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,28E954B5-6D57-4FA1-82A1-70B646C02F41,Uppistova 1;14411,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1385,4412,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,26F773B8-D3EB-40F2-959C-E8C5D689BA42,Uppistova 1;14412,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
755,4413,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,92A5B2CF-D9F4-4FE2-8528-F71ADFA94192,Uppistova 1;14413,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
736,4414,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,19998EA8-F2A2-47DA-AA02-F77DAC9C76EF,Uppistova 1;14414,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
146,4415,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,824EC666-B7BF-4D25-A893-209A5EA28C4A,Uppistova 1;14415,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
447,4416,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,CF22E482-0835-4B4F-8483-8EDD3C14CBB2,Uppistova 1;14416,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
540,4417,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,4A74A11B-5350-441C-8FAC-B38551112BD9,Uppistova 1;14417,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
664,4418,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,FD0AB28D-CB2D-40EE-BB9B-DFB6D0D11B99,Uppistova 1;14418,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1077,4419,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,4143AADA-24C0-40B9-AF4A-2F9EAEB0B38A,Uppistova 1;14419,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1451,442,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,0.20,0.00,HOLDING,,,True,013C58B1-1B7A-41B2-89C4-C9C777E44FAC,Nýggjastova;11442,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1143,4420,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,360DBDDF-52B3-4D14-83DE-8E514DC184F7,Uppistova 1;14420,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
1386,4421,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Uppistova 1,,,0.00,0.00,HOLDING,62,4400,True,63033D8A-C709-4BD5-9791-82B0B11314C8,Uppistova 1;14421,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
