container_id,container_name,container_type,container_category,location_context,geography,station_name,hall_name,area_name,carrier_name,volume_m3,max_biomass_kg,hierarchy_role,parent_container_id,parent_container_name,active,source_container_id,source_official_id,source_org_unit_id
5152,02-00592,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A82 Kaldbaksfjørður,,19000.00,0.00,HOLDING,,,True,AB298E70-7DB4-4F66-A82C-F9DD00423484,,8FE2B9A9-C917-4FFD-8BA7-BC41E8F1965A
5126,02-xxxxx,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A82 Kaldbaksfjørður,,19000.00,0.00,HOLDING,,,True,381BCCC6-C907-408E-B498-284D5DFED2F1,,8FE2B9A9-C917-4FFD-8BA7-BC41E8F1965A
8095,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A19 Vágur,,30500.00,0.00,HOLDING,,,True,1C3A65DE-6A0F-4B97-A882-9B9DB5F237FA,A-19;01039,23C24A59-F4E3-4D64-8DBB-5C61920E4788
7650,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A12 Kunoyarnes,,48000.00,0.00,HOLDING,,,True,B4A0C374-50BB-4E6C-90E4-483ACFBCABAE,A-12;00843,1DF1FCA6-FD5E-4978-A31E-050BDD16F7B8
898,03,FishTalk Imported Tank,TANK,hall,Faroe Islands,L01 Við Áir,Nýggjastova,,,4.00,0.00,HOLDING,,,True,2AD029AB-D79A-4CA4-A198-3A699EBA8549,Nýggjastova;11003,F073CEA0-E6C7-4F7E-B0C0-BDB1ACB2347F
7030,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A13 Borðoyavík,,12000.00,0.00,HOLDING,,,True,7405F324-7A72-4566-A949-E03B30DE6A3B,A-13;00553,9F33EC00-8F0F-43E2-A723-24F4147C9764
7830,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A15 Tvøroyri,,26500.00,0.00,HOLDING,,,True,035E05EE-443A-4DA4-81D8-51FFDA2A4240,A-15;00994,DC17CAB5-F7D8-4492-A39E-5655748D4D8D
8124,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A04 Lambavík,,30500.00,0.00,HOLDING,,,True,685143A4-90B4-4A11-B923-22BA74443783,A-04;01146,4BAA4C0B-527B-4B33-A690-7487BB3FC38C
7910,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A73 Hvannas.Norður,,30500.00,0.00,HOLDING,,,True,AA08B8C4-2D00-41E3-B7D6-96D7E06B4D97,A-73;00755,8D9BB867-7747-4226-B2DF-AB8620C2DD04
5890,03,FishTalk Imported Tank,TANK,hall,Faroe Islands,S16 Glyvradalur,Klekihøll,,,0.00,0.00,HOLDING,5850,Skáp 1,True,26B3EBAB-FD94-4435-86FD-66457436F2F0,Klekihøll;02642,177EF0AA-AD78-4C14-B3AB-20AD0B2A0CE5
7872,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A18 Hov,,45600.00,0.00,HOLDING,,,True,FDA9FC6D-F09C-4854-89A2-58DD740ED000,A-18;01047,6C076B2C-EE01-43DA-9BC4-DDF75C8F7FE4
5680,03,FishTalk Imported Pen,PEN,area,Faroe Islands,,,A11 Hvannasund S,,30500.00,0.00,HOLDING,,,True,A3B03882-C7DE-4249-8BDC-28DD90389805,A-11;00845,DF89504B-75D8-4C33-81E0-F5A35C090490
