schema_name,table_name,column_name,data_type,is_nullable,char_max_length,numeric_precision,numeric_scale,column_default
dbo,HistorianSysObjects,Name,varchar,YES,50,,,NULL
dbo,History,DateTime,datetime2,NO,,,,NULL
dbo,History,TagName,nvarchar,NO,256,,,NULL
dbo,History,Value,float,YES,,53,,NULL
dbo,History,vValue,nvarchar,YES,4000,,,NULL
dbo,History,Quality,tinyint,NO,,3,0,NULL
dbo,History,QualityDetail,int,YES,,10,0,NULL
dbo,History,OPCQuality,int,YES,,10,0,NULL
dbo,History,wwTagKey,int,NO,,10,0,NULL
dbo,History,wwRowCount,int,YES,,10,0,NULL
dbo,History,wwResolution,int,YES,,10,0,NULL
dbo,History,wwEdgeDetection,nvarchar,YES,16,,,NULL
dbo,History,wwRetrievalMode,nvarchar,YES,16,,,NULL
dbo,History,wwTimeDeadband,int,YES,,10,0,NULL
dbo,History,wwValueDeadband,float,YES,,53,,NULL
dbo,History,wwTimeZone,nvarchar,YES,50,,,NULL
dbo,History,wwVersion,nvarchar,YES,30,,,NULL
dbo,History,wwCycleCount,int,YES,,10,0,NULL
dbo,History,wwTimeStampRule,nvarchar,YES,20,,,NULL
dbo,History,wwInterpolationType,nvarchar,YES,20,,,NULL
dbo,History,wwQualityRule,nvarchar,YES,20,,,NULL
dbo,History,wwStateCalc,nvarchar,YES,20,,,NULL
dbo,History,StateTime,float,YES,,53,,NULL
dbo,History,PercentGood,float,YES,,53,,NULL
dbo,History,wwParameters,nvarchar,YES,128,,,NULL
dbo,History,StartDateTime,datetime2,NO,,,,NULL
dbo,History,SourceTag,nvarchar,YES,256,,,NULL
dbo,History,SourceServer,nvarchar,YES,256,,,NULL
dbo,History,wwFilter,nvarchar,YES,512,,,NULL
dbo,History,wwValueSelector,nvarchar,NO,128,,,NULL
dbo,History,wwMaxStates,int,YES,,10,0,NULL
dbo,History,wwOption,nvarchar,YES,512,,,NULL
dbo,History,wwExpression,nvarchar,YES,4000,,,NULL
dbo,History,wwUnit,nvarchar,YES,512,,,NULL
dbo,HistoryBlock,FromDate,datetime2,NO,,,,NULL
dbo,HistoryBlock,ToDate,datetime2,NO,,,,NULL
dbo,HistoryBlock,StorageNodeKey,int,NO,,10,0,NULL
dbo,HistoryBlock,Description,nvarchar,YES,50,,,NULL
dbo,HistoryBlock,OnLine,tinyint,NO,,3,0,NULL
dbo,HistoryBlock,HistoryArchived,int,NO,,10,0,NULL
dbo,HistoryBlock,SummaryArchived,int,NO,,10,0,NULL
dbo,HistoryBlock,EventArchived,int,NO,,10,0,NULL
dbo,HistoryBlock,StorageAreaType,int,NO,,10,0,NULL
dbo,HistoryBlock,ArchiveDate,datetime2,YES,,,,NULL
dbo,HistoryBlock,ArchiveLocation,nvarchar,YES,50,,,NULL
dbo,HistoryBlock,Version,int,YES,,10,0,NULL
dbo,HistoryBlock,Compression,int,YES,,10,0,NULL
dbo,HistoryBlock,Sequence,int,NO,,10,0,NULL
dbo,HistoryBlock,TimeZoneOffset,int,YES,,10,0,NULL
dbo,HistoryBlock,wwTimeZone,nvarchar,YES,50,,,NULL
dbo,InSQLSysObjects,id,int,NO,,10,0,NULL
dbo,InSQLSysObjects,Type,char,YES,2,,,NULL
dbo,InSQLSysObjects,Name,varchar,YES,50,,,NULL
dbo,IntervalReplicationSchedule,ReplicationScheduleKey,int,NO,,10,0,NULL
dbo,IntervalReplicationSchedule,Period,smallint,NO,,5,0,NULL
dbo,IntervalReplicationSchedule,Unit,nvarchar,NO,32,,,NULL
dbo,InTouchNode,NodeKey,int,NO,,10,0,NULL
dbo,InTouchNode,MachineName,nvarchar,NO,255,,,NULL
dbo,InTouchNode,ApplicationName,nvarchar,YES,32,,,NULL
dbo,InTouchNode,Path,nvarchar,YES,250,,,NULL
dbo,InTouchNode,Description,nvarchar,YES,50,,,NULL
dbo,InTouchNode,DuplicateChar,nvarchar,NO,12,,,(N'')
dbo,InTouchNode,PrefixOrSuffix,bit,NO,,,,((0))
dbo,InTouchNode,AlwaysModifyName,bit,NO,,,,((0))
dbo,InTouchNode,ImportPlantTags,tinyint,NO,,3,0,((0))
dbo,InTouchNode,ImportSystemTags,tinyint,NO,,3,0,((0))
dbo,InTouchNode,ImportMemoryTags,tinyint,NO,,3,0,((0))
dbo,InTouchNode,ImportAllTags,int,NO,,10,0,((0))
dbo,InTouchNode,FixedStorageRate,tinyint,NO,,3,0,((0))
dbo,InTouchNode,ImportRoute,tinyint,NO,,3,0,((0))
dbo,InTouchSpecific,NodeKey,int,NO,,10,0,NULL
dbo,InTouchSpecific,TagName,nvarchar,NO,256,,,NULL
dbo,InTouchSpecific,OriginalName,nvarchar,NO,32,,,(N'')
dbo,InTouchSpecific,TypeInfo,int,NO,,10,0,NULL
dbo,InTouchSpecific,InInSQL,bit,NO,,,,((0))
dbo,InTouchSpecific,Comment,nvarchar,YES,50,,,NULL
dbo,IODriver,IODriverKey,int,NO,,10,0,NULL
dbo,IODriver,StorageNodeKey,int,NO,,10,0,NULL
dbo,IODriver,ComputerName,nvarchar,NO,255,,,NULL
dbo,IODriver,AltComputerName,nvarchar,YES,255,,,NULL
dbo,IODriver,StoreForwardMode,tinyint,NO,,3,0,NULL
dbo,IODriver,StoreForwardPath,nvarchar,YES,255,,,NULL
dbo,IODriver,MinMBThreshold,int,NO,,10,0,NULL
dbo,IODriver,Status,tinyint,YES,,3,0,NULL
dbo,IODriver,Enabled,bit,NO,,,,NULL
dbo,IODriver,StoreForwardDuration,int,NO,,10,0,NULL
dbo,IODriver,AutonomousStartupTimeout,int,NO,,10,0,NULL
dbo,IODriver,BufferCount,int,NO,,10,0,NULL
dbo,IODriver,FileChunkSize,int,NO,,10,0,NULL
dbo,IODriver,ForwardingDelay,int,NO,,10,0,NULL
dbo,IODriver,ConnectionTimeout,int,NO,,10,0,NULL
dbo,IOServer,IOServerKey,int,NO,,10,0,NULL
dbo,IOServer,StorageNodeKey,int,NO,,10,0,NULL
dbo,IOServer,IODriverKey,int,YES,,10,0,NULL
dbo,IOServer,ApplicationName,nvarchar,YES,32,,,NULL
dbo,IOServer,Path,nvarchar,YES,255,,,NULL
dbo,IOServer,ComputerName,nvarchar,YES,255,,,NULL
dbo,IOServer,AltComputerName,nvarchar,YES,255,,,NULL
dbo,IOServer,AutoStart,bit,NO,,,,NULL
dbo,IOServer,ExeType,int,NO,,10,0,NULL
dbo,IOServer,InitializationStatus,tinyint,NO,,3,0,NULL
dbo,IOServer,Description,tinyint,NO,,3,0,NULL
dbo,IOServer,Status,tinyint,YES,,3,0,NULL
dbo,IOServerType,ApplicationName,nvarchar,NO,32,,,NULL
dbo,IOServerType,Description,nvarchar,YES,100,,,NULL
dbo,IOServerType,ExeName,nvarchar,YES,255,,,NULL
dbo,IOServerType,Revision,nchar,YES,20,,,NULL
dbo,Limit,TagName,nvarchar,NO,256,,,NULL
dbo,Limit,ContextKey,int,NO,,10,0,NULL
dbo,Limit,LimitType,tinyint,NO,,3,0,NULL
dbo,Limit,Value,float,NO,,53,,NULL
dbo,Limit,LimitNameKey,int,NO,,10,0,NULL
dbo,Limit,Priority,int,NO,,10,0,((0))
dbo,Limit,Checked,bit,NO,,,,NULL
dbo,Limit,Description,nvarchar,YES,50,,,NULL
dbo,LimitName,LimitNameKey,int,NO,,10,0,NULL
dbo,LimitName,Name,nvarchar,YES,20,,,NULL
dbo,Live,DateTime,datetime2,NO,,,,NULL
dbo,Live,TagName,nvarchar,NO,256,,,NULL
dbo,Live,Value,float,YES,,53,,NULL
dbo,Live,vValue,nvarchar,YES,4000,,,NULL
dbo,Live,Quality,tinyint,NO,,3,0,NULL
dbo,Live,QualityDetail,int,YES,,10,0,NULL
dbo,Live,OPCQuality,int,YES,,10,0,NULL
dbo,Live,wwTagKey,int,NO,,10,0,NULL
dbo,Live,wwRetrievalMode,nvarchar,YES,16,,,NULL
dbo,Live,wwTimeDeadband,int,YES,,10,0,NULL
dbo,Live,wwValueDeadband,float,YES,,53,,NULL
dbo,Live,wwTimeZone,nvarchar,YES,50,,,NULL
dbo,Live,wwParameters,nvarchar,YES,128,,,NULL
dbo,Live,SourceTag,nvarchar,YES,256,,,NULL
dbo,Live,SourceServer,nvarchar,YES,256,,,NULL
dbo,Live,wwValueSelector,nvarchar,NO,128,,,NULL
dbo,Live,wwExpression,nvarchar,YES,4000,,,NULL
dbo,Live,wwUnit,nvarchar,YES,512,,,NULL
dbo,LocalizedText,TextKey,int,NO,,10,0,NULL
dbo,LocalizedText,LanguageID,int,NO,,10,0,NULL
dbo,LocalizedText,LocalizedText,nvarchar,YES,-1,,,NULL
dbo,ManualAnalogHistory,DateTime,datetime2,NO,,,,NULL
dbo,ManualAnalogHistory,TagName,nvarchar,NO,256,,,NULL
dbo,ManualAnalogHistory,Value,float,YES,,53,,NULL
dbo,ManualAnalogHistory,Quality,tinyint,NO,,3,0,NULL
dbo,ManualAnalogHistory,QualityDetail,int,YES,,10,0,NULL
dbo,ManualAnalogHistory,wwTagKey,int,NO,,10,0,NULL
dbo,ManualDiscreteHistory,DateTime,datetime2,NO,,,,NULL
dbo,ManualDiscreteHistory,TagName,nvarchar,NO,256,,,NULL
dbo,ManualDiscreteHistory,Value,tinyint,YES,,3,0,NULL
dbo,ManualDiscreteHistory,Quality,tinyint,NO,,3,0,NULL
dbo,ManualDiscreteHistory,QualityDetail,int,YES,,10,0,NULL
dbo,ManualDiscreteHistory,wwTagKey,int,NO,,10,0,NULL
dbo,ManualStringHistory,DateTime,datetime2,NO,,,,NULL
dbo,ManualStringHistory,TagName,nvarchar,NO,256,,,NULL
dbo,ManualStringHistory,Value,nvarchar,YES,512,,,NULL
dbo,ManualStringHistory,Quality,tinyint,NO,,3,0,NULL
dbo,ManualStringHistory,QualityDetail,int,YES,,10,0,NULL
dbo,ManualStringHistory,wwTagKey,int,NO,,10,0,NULL
dbo,Message,MessageKey,int,NO,,10,0,NULL
dbo,Message,Message0,nvarchar,YES,64,,,(N'')
dbo,Message,Message1,nvarchar,YES,64,,,(N'')
dbo,ModLogColumn,ModTableKey,int,NO,,10,0,NULL
dbo,ModLogColumn,ColumnName,nvarchar,NO,128,,,NULL
dbo,ModLogColumn,OldValue,sql_variant,YES,0,,,(N'N/A')
dbo,ModLogColumn,NewValue,sql_variant,YES,0,,,(N'N/A')
dbo,ModLogTable,ModTableKey,int,NO,,10,0,NULL
dbo,ModLogTable,id,int,NO,,10,0,NULL
dbo,ModLogTable,ModType,char,NO,1,,,NULL
dbo,ModLogTable,RowKey,sql_variant,NO,0,,,NULL
dbo,ModLogTable,UserKey,int,NO,,10,0,NULL
dbo,ModLogTable,DateTime,datetime2,NO,,,,NULL
dbo,ModLogTable,UserName,nvarchar,NO,256,,,NULL
dbo,NamedSystemParameter,Name,nvarchar,NO,50,,,NULL
dbo,NamedSystemParameter,Type,varchar,YES,7,,,NULL
dbo,NamedSystemParameter,StringValue,varchar,YES,255,,,NULL
dbo,NamedSystemParameter,NumericValue,real,YES,,24,,NULL
dbo,NamedSystemParameter,Editable,bit,NO,,,,NULL
dbo,NamedSystemParameter,Description,nvarchar,YES,255,,,NULL
dbo,NameSpaceIcons,Type,int,NO,,10,0,NULL
dbo,NameSpaceIcons,Icon,image,YES,2147483647,,,NULL
dbo,NameSpaceIcons,Name,nvarchar,NO,30,,,NULL
dbo,NameSpaceIcons,Description,nvarchar,YES,50,,,NULL
dbo,OPCQualityMap,OPCQuality,tinyint,NO,,3,0,NULL
dbo,OPCQualityMap,Description,nvarchar,YES,100,,,NULL
dbo,PrivateGroupTag,NameKey,int,NO,,10,0,NULL
dbo,PrivateGroupTag,UserKey,int,NO,,10,0,NULL
dbo,PrivateGroupTag,wwDomainTagKey,int,NO,,10,0,NULL
dbo,PrivateNameSpace,UserKey,int,NO,,10,0,NULL
dbo,PrivateNameSpace,NameKey,int,NO,,10,0,NULL
dbo,PrivateNameSpace,Type,int,YES,,10,0,NULL
dbo,PrivateNameSpace,Name,nvarchar,YES,255,,,NULL
dbo,PrivateNameSpace,ConfigStor,ntext,YES,1073741823,,,NULL
dbo,PrivateNameSpace,ParentKey,int,NO,,10,0,NULL
dbo,PublicGroupTag,NameKey,int,NO,,10,0,NULL
dbo,PublicGroupTag,wwDomainTagKey,int,NO,,10,0,NULL
dbo,PublicNameSpace,NameKey,int,NO,,10,0,NULL
dbo,PublicNameSpace,Type,int,YES,,10,0,NULL
dbo,PublicNameSpace,Name,nvarchar,YES,255,,,NULL
dbo,PublicNameSpace,ConfigStor,ntext,YES,1073741823,,,NULL
dbo,PublicNameSpace,ParentKey,int,NO,,10,0,NULL
dbo,PublicNameSpace,OriginalName,nvarchar,NO,255,,,NULL
dbo,QualityMap,QualityDetail,int,NO,,10,0,NULL
dbo,QualityMap,QualityString,nvarchar,YES,-1,,,NULL
dbo,RateOfChange,TagName,nvarchar,NO,256,,,NULL
dbo,RateOfChange,ContextKey,int,NO,,10,0,NULL
dbo,RateOfChange,Value,float,NO,,53,,NULL
dbo,RateOfChange,TimeBase,int,NO,,10,0,NULL
dbo,RateOfChange,Priority,int,NO,,10,0,((0))
dbo,RateOfChange,Checked,bit,NO,,,,((0))
dbo,ReplicationGroup,ReplicationGroupKey,int,NO,,10,0,NULL
dbo,ReplicationGroup,ReplicationGroupName,nvarchar,NO,255,,,NULL
dbo,ReplicationGroup,ReplicationServerKey,int,NO,,10,0,NULL
dbo,ReplicationGroup,ReplicationTypeKey,tinyint,NO,,3,0,NULL
dbo,ReplicationGroup,ReplicationScheduleKey,int,NO,,10,0,NULL
dbo,ReplicationGroup,SummaryReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationGroup,GroupAbbreviation,nvarchar,YES,32,,,(N'')
dbo,ReplicationGroup,ChangeVersion,timestamp,NO,,,,NULL
dbo,ReplicationGroup,Status,tinyint,YES,,3,0,((0))
dbo,ReplicationRule,Name,nvarchar,NO,255,,,NULL
dbo,ReplicationRule,Priority,int,NO,,10,0,((0))
dbo,ReplicationRule,TagFilter,nvarchar,NO,4000,,,NULL
dbo,ReplicationRule,ReplicationGroupKey,int,NO,,10,0,NULL
dbo,ReplicationRule,ReplicationServerKey,int,NO,,10,0,NULL
dbo,ReplicationRule,Enabled,bit,NO,,,,((1))
dbo,ReplicationRule,ApplyOtherRules,bit,NO,,,,((0))
dbo,ReplicationRule,Id,int,NO,,10,0,NULL
dbo,ReplicationRule,ChangeVersion,timestamp,NO,,,,NULL
dbo,ReplicationSchedule,ReplicationScheduleKey,int,NO,,10,0,NULL
dbo,ReplicationSchedule,ReplicationScheduleName,nvarchar,NO,255,,,NULL
dbo,ReplicationSchedule,ReplicationScheduleTypeKey,int,NO,,10,0,NULL
dbo,ReplicationSchedule,ReplicationScheduleAbbreviation,nvarchar,NO,32,,,NULL
dbo,ReplicationSchedule,CreateGroup,bit,NO,,,,NULL
dbo,ReplicationScheduleType,ReplicationScheduleTypeKey,int,NO,,10,0,NULL
dbo,ReplicationScheduleType,ReplicationScheduleTypeName,nvarchar,YES,32,,,NULL
dbo,ReplicationServer,ReplicationServerKey,int,NO,,10,0,NULL
dbo,ReplicationServer,ReplicationServerName,nvarchar,NO,255,,,NULL
dbo,ReplicationServer,Description,nvarchar,YES,512,,,NULL
dbo,ReplicationServer,SFPath,nvarchar,YES,260,,,NULL
dbo,ReplicationServer,SFFreeSpace,int,NO,,10,0,((125))
dbo,ReplicationServer,CompressionEnabled,bit,YES,,,,((0))
dbo,ReplicationServer,UserName,nvarchar,YES,255,,,NULL
dbo,ReplicationServer,Password,nvarchar,YES,512,,,NULL
dbo,ReplicationServer,TCPPort,int,NO,,10,0,((32568))
dbo,ReplicationServer,SummaryReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationServer,SimpleReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationServer,BufferCount,int,NO,,10,0,((128))
dbo,ReplicationServer,Bandwidth,int,NO,,10,0,((-1))
dbo,ReplicationServer,MinSFDuration,int,NO,,10,0,((180))
dbo,ReplicationServer,ConnectionDetails,nvarchar,YES,4000,,,NULL
dbo,ReplicationServer,IntegratedSecurity,bit,YES,,,,((0))
dbo,ReplicationServer,ReplicateEvents,bit,NO,,,,((1))
dbo,ReplicationServer,ChangeVersion,timestamp,NO,,,,NULL
dbo,ReplicationServer,Status,tinyint,YES,,3,0,((0))
dbo,ReplicationServer,HighLatencyNetwork,bit,NO,,,,((0))
dbo,ReplicationShard,ShardId,uniqueidentifier,NO,,,,NULL
dbo,ReplicationShard,ShardName,nvarchar,NO,255,,,NULL
dbo,ReplicationShard,Description,nvarchar,YES,512,,,(N'')
dbo,ReplicationShard,ComputerName,nvarchar,YES,255,,,NULL
dbo,ReplicationShard,CmdArgs,nvarchar,YES,4000,,,(N'')
dbo,ReplicationShard,CmdExtArgs,nvarchar,YES,4000,,,(N'')
dbo,ReplicationShard,Id,int,NO,,10,0,NULL
dbo,ReplicationShard,Status,tinyint,YES,,3,0,((0))
dbo,ReplicationSyncRequest,ReplicationSyncRequestKey,bigint,NO,,19,0,NULL
dbo,ReplicationSyncRequest,ReplicationTagEntityKey,int,NO,,10,0,NULL
dbo,ReplicationSyncRequest,RequestVersion,smallint,NO,,5,0,((0))
dbo,ReplicationSyncRequest,ModStartDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequest,ModEndDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequest,EarliestExecutionDateTimeUtc,datetime2,YES,,,,NULL
dbo,ReplicationSyncRequest,ExecuteState,tinyint,NO,,3,0,NULL
dbo,ReplicationSyncRequestInfo,SourceTagName,nvarchar,YES,256,,,NULL
dbo,ReplicationSyncRequestInfo,ReplicationServerName,nvarchar,YES,255,,,NULL
dbo,ReplicationSyncRequestInfo,DestinationTagName,nvarchar,YES,256,,,NULL
dbo,ReplicationSyncRequestInfo,EarliestExecutionDateTimeUtc,datetime2,YES,,,,NULL
dbo,ReplicationSyncRequestInfo,ModStartDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequestInfo,ModEndDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequestInfo,ReplicationSyncRequestKey,bigint,NO,,19,0,NULL
dbo,ReplicationSyncRequestInfo,ReplicationTagEntityKey,int,NO,,10,0,NULL
dbo,ReplicationSyncRequestInfo,RequestVersion,smallint,NO,,5,0,NULL
dbo,ReplicationSyncRequestInfo,ExecuteState,tinyint,NO,,3,0,NULL
dbo,ReplicationSyncRequestInfo,CurrentEditor,tinyint,YES,,3,0,NULL
dbo,ReplicationSyncRequestInfo,DestinationTagId,uniqueidentifier,YES,,,,NULL
dbo,ReplicationSyncRequestInfo,MaximumStates,tinyint,YES,,3,0,NULL
dbo,ReplicationSyncRequestInfo,ReplicationGroupKey,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,ReplicationServerKey,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,Status,tinyint,YES,,3,0,NULL
dbo,ReplicationSyncRequestInfo,IntegratedSecurity,bit,YES,,,,NULL
dbo,ReplicationSyncRequestInfo,Bandwidth,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,BufferCount,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,Description,nvarchar,YES,512,,,NULL
dbo,ReplicationSyncRequestInfo,MinSFDuration,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,Password,nvarchar,YES,512,,,NULL
dbo,ReplicationSyncRequestInfo,SFFreeSpace,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,SFPath,nvarchar,YES,260,,,NULL
dbo,ReplicationSyncRequestInfo,ServerDefaultSimpleReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationSyncRequestInfo,ServerDefaultSummaryReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationSyncRequestInfo,TCPPort,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,UserName,nvarchar,YES,255,,,NULL
dbo,ReplicationSyncRequestInfo,GroupAbbreviation,nvarchar,YES,32,,,NULL
dbo,ReplicationSyncRequestInfo,ReplicationGroupName,nvarchar,YES,255,,,NULL
dbo,ReplicationSyncRequestInfo,ReplicationScheduleKey,int,YES,,10,0,NULL
dbo,ReplicationSyncRequestInfo,ReplicationTypeKey,tinyint,YES,,3,0,NULL
dbo,ReplicationSyncRequestInfo,GroupDefaultSummaryReplicationNamingScheme,nvarchar,YES,512,,,NULL
dbo,ReplicationSyncRequestInfo,CompressionEnabled,bit,YES,,,,NULL
dbo,ReplicationSyncRequestInfo,ConnectionDetails,nvarchar,YES,4000,,,NULL
dbo,ReplicationSyncRequestPending,ReplicationSyncRequestKey,bigint,NO,,19,0,NULL
dbo,ReplicationSyncRequestPending,ReplicationTagEntityKey,int,NO,,10,0,NULL
dbo,ReplicationSyncRequestPending,RequestVersion,smallint,NO,,5,0,NULL
dbo,ReplicationSyncRequestPending,ModStartDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequestPending,ModEndDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequestPending,EarliestExecutionDateTimeUtc,datetime2,NO,,,,NULL
dbo,ReplicationSyncRequestPending,ExecuteState,tinyint,NO,,3,0,NULL
dbo,ReplicationTag,TagName,nvarchar,NO,256,,,NULL
dbo,ReplicationTag,SourceTag,nvarchar,YES,256,,,NULL
dbo,ReplicationTag,SourceServer,nvarchar,YES,255,,,NULL
dbo,ReplicationTagEntity,ReplicationTagEntityKey,int,NO,,10,0,NULL
dbo,ReplicationTagEntity,ReplicationServerKey,int,NO,,10,0,NULL
dbo,ReplicationTagEntity,DestinationTagName,nvarchar,NO,256,,,NULL
dbo,ReplicationTagEntity,DestinationTagId,uniqueidentifier,NO,,,,(newsequentialid())
dbo,ReplicationTagEntity,SourceTagName,nvarchar,NO,256,,,NULL
dbo,ReplicationTagEntity,ReplicationGroupKey,int,NO,,10,0,NULL
dbo,ReplicationTagEntity,MaximumStates,tinyint,NO,,3,0,NULL
dbo,ReplicationTagEntity,CurrentEditor,tinyint,NO,,3,0,((0))
dbo,ReplicationTagEntity,ReplicationTagEntityId,uniqueidentifier,NO,,,,(newsequentialid())
dbo,ReplicationTagEntity,ChangeVersion,timestamp,NO,,,,NULL
dbo,ReplicationTagEntity,Status,tinyint,YES,,3,0,((1))
dbo,ReplicationTagExtendedPropertyInfo,ReplicationTagExtendedPropertyKey,int,NO,,10,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,ReplicationServerKey,int,NO,,10,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,DestinationTagName,nvarchar,NO,256,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,ReplicationTagEntityKey,int,NO,,10,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,SourceTagName,nvarchar,NO,256,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,PropertyNameKey,int,YES,,10,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,PropertyName,nvarchar,NO,256,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,PropertyType,int,NO,,10,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,PropertyValue,sql_variant,NO,0,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,Facetable,bit,NO,,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,Searchable,bit,NO,,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,SubstringSearchable,bit,NO,,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,AttributeTypeName,nvarchar,NO,255,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,AttributeTypeValue,tinyint,NO,,3,0,NULL
dbo,ReplicationTagExtendedPropertyInfo,ChangeVersion,timestamp,NO,,,,NULL
dbo,ReplicationTagExtendedPropertyInfo,Status,tinyint,YES,,3,0,NULL
dbo,ReplicationType,ReplicationTypeKey,tinyint,NO,,3,0,NULL
dbo,ReplicationType,ReplicationTypeName,nvarchar,NO,255,,,NULL
dbo,RuntimeParameter,Name,nvarchar,NO,255,,,NULL
dbo,RuntimeParameter,Value,nvarchar,YES,4000,,,NULL
dbo,SearchMessageSyncRequest,Id,int,NO,,10,0,NULL
dbo,SearchMessageSyncRequest,JobId,nvarchar,NO,255,,,NULL
dbo,SearchMessageSyncRequest,IndexingMessage,nvarchar,NO,-1,,,NULL
dbo,SearchMessageSyncRequest,DocumentType,nvarchar,NO,50,,,NULL
dbo,SearchMessageSyncRequest,DeQueueCount,smallint,YES,,5,0,NULL
dbo,SearchMessageSyncRequest,JobSubmissionTimeUtc,datetime2,NO,,,,NULL
dbo,SearchMessageSyncRequest,LastModifiedTimeUtc,datetime2,YES,,,,NULL
dbo,SearchMessageSyncRequest,Status,smallint,YES,,5,0,NULL
dbo,ServerList,ServerKey,int,NO,,10,0,NULL
dbo,ServerList,ComputerName,nvarchar,NO,50,,,('UnNamed')
dbo,ServerList,Description,nvarchar,YES,50,,,NULL
dbo,ShardAssignmentRule,Name,nvarchar,NO,255,,,NULL
dbo,ShardAssignmentRule,Priority,int,NO,,10,0,((0))
dbo,ShardAssignmentRule,TagFilter,nvarchar,NO,4000,,,NULL
dbo,ShardAssignmentRule,ShardId,uniqueidentifier,NO,,,,NULL
dbo,ShardAssignmentRule,Enabled,bit,NO,,,,((1))
dbo,ShardAssignmentRule,Id,int,NO,,10,0,NULL
dbo,ShardAssignmentRule,ChangeVersion,timestamp,NO,,,,NULL
dbo,ShareMode,ShareModeKey,tinyint,NO,,3,0,NULL
dbo,ShareMode,ShareModeName,nvarchar,YES,32,,,NULL
dbo,SnapshotDetail,StorageSize,int,NO,,10,0,NULL
dbo,SnapshotDetail,SnapshotSize,int,NO,,10,0,((2097152))
dbo,SnapshotDetail,ImageTime,int,NO,,10,0,((30))
dbo,SnapshotDetail,ThresholdTime,int,NO,,10,0,((3600))
dbo,SnapshotDetail,Status,tinyint,YES,,3,0,((0))
dbo,SnapshotTag,SnapshotTagKey,int,NO,,10,0,NULL
dbo,SnapshotTag,TagName,nvarchar,NO,256,,,NULL
dbo,SnapshotTag,EventTagName,nvarchar,NO,256,,,NULL
dbo,SnapshotTag,TagType,int,NO,,10,0,((1))
dbo,SQLTemplate,TemplateKey,int,NO,,10,0,NULL
dbo,SQLTemplate,Description,nvarchar,YES,50,,,NULL
dbo,SQLTemplate,Type,int,YES,,10,0,NULL
dbo,SQLTemplate,Script,ntext,YES,1073741823,,,NULL
dbo,StateSummaryHistory,TagName,nvarchar,NO,256,,,NULL
dbo,StateSummaryHistory,StartDateTime,datetime2,NO,,,,NULL
dbo,StateSummaryHistory,EndDateTime,datetime2,NO,,,,NULL
dbo,StateSummaryHistory,Value,float,YES,,53,,NULL
dbo,StateSummaryHistory,vValue,nvarchar,YES,4000,,,NULL
dbo,StateSummaryHistory,OPCQuality,int,YES,,10,0,NULL
dbo,StateSummaryHistory,StateCount,int,YES,,10,0,NULL
dbo,StateSummaryHistory,ContainedStateCount,int,YES,,10,0,NULL
dbo,StateSummaryHistory,StateTimeMin,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeMinContained,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeMax,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeMaxContained,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeAvg,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeAvgContained,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeTotal,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimeTotalContained,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimePercent,float,YES,,53,,NULL
dbo,StateSummaryHistory,StateTimePercentContained,float,YES,,53,,NULL
